kd	vaggacode	bmc_chapter	vagga	vincode	pts_ref	bod_pages	pali_name	english_name	main_theme	subtopic	summary	rules_prohibitions	allowances	sc_brahmali	sc_horner
KD11	CV1		Culavagga	VIN-CV11.4	Vin.2.4–5	BD.5.6–7	Kammakkhandhaka	Formal Acts	Discipline	Candidates for Censure	Lists qualities (e.g., maker of strife, ignorant) that justify an act of censure.	(None explicit in this section)	Monks, if a monk is possessed of three qualities, an Order, if it so desires, may carry out a (formal) act of censure against him.	suttacentral.net/brahmali/kd11	suttacentral.net/horner/kd11
KD11	CV1		Culavagga	VIN-CV11.5	Vin.2.5	BD.5.7–8	Kammakkhandhaka	Formal Acts	Discipline	Duties of the Censured	Detailed list of 18 restrictions imposed on a censured monk.	Monks, when a (formal) act of censure has been carried out against a monk, he should conduct himself properly. This is the proper conduct in this case: he should not ordain, he should not give guidance, a novice should not attend him, the agreement for him to exhort nuns should not be consented to, and even if he is agreed upon nuns should not be exhorted (by him), he should not fall into that (same) offence for which a (formal) act of censure came to be carried out against him by an Order, nor into another that is similar, nor into one that is worse, he should not find fault with the (formal) act, he should not find fault with those who carry out the (formal) act, he should not suspend a regular monk’s Observance, he should not suspend his Invitation, he should not issue commands, he should not set up authority, he should not ask for leave, he should not reprove, he should not make remember, he should not quarrel with monks.	(None explicit in this section)	suttacentral.net/brahmali/kd11	suttacentral.net/horner/kd11
KD11	CV1		Culavagga	VIN-CV11.6	Vin.2.5–6	BD.5.8–9	Kammakkhandhaka	Formal Acts	Discipline	Revocation of Censure (Not allowed)	Conditions under which the Order must not revoke the censure (if the monk is still misbehaving).	Monks, if a monk is possessed of five qualities a (formal) act of censure should not be revoked.	(None explicit in this section)	suttacentral.net/brahmali/kd11	suttacentral.net/horner/kd11
KD11	CV1		Culavagga	VIN-CV11.7	Vin.2.6	BD.5.9	Kammakkhandhaka	Formal Acts	Discipline	Revocation of Censure (Allowed)	Conditions under which the Order may revoke the censure (if the monk behaves properly).	(None explicit in this section)	Monks, if a monk is possessed of five qualities a (formal) act of censure may be revoked.	suttacentral.net/brahmali/kd11	suttacentral.net/horner/kd11
KD11	CV1		Culavagga	VIN-CV11.8	Vin.2.6–7	BD.5.9–10	Kammakkhandhaka	Formal Acts	Discipline	Procedure for Revocation	The formal motion and procedure for revoking the act of censure.	(None explicit in this section)	And thus, monks, should it be revoked: Those monks who are followers of Paṇḍuka and Lohitaka... should speak thus to it: ‘A (formal) act of censure, honoured sirs, was carried out against us by the Order; but we are conducting ourselves properly... and we ask for the revocation of the (formal) act of censure’.	suttacentral.net/brahmali/kd11	suttacentral.net/horner/kd11
KD11	CV1		Culavagga	VIN-CV11.9	Vin.2.7–8	BD.5.10–12	Kammakkhandhaka	Formal Acts	Discipline	Act of Guidance (Seyyasaka)	Establishes the Act of Guidance for monks who are ignorant or frequent bad company.	It is not suitable, monks, it is not becoming in this foolish man, it is not fitting, it is not worthy of a recluse, it is not allowable, it is not to be done.	Well then, monks, let the Order carry out a (formal) act of guidance for the monk Seyyasaka, saying: ‘You should live in dependence’.	suttacentral.net/brahmali/kd11	suttacentral.net/horner/kd11
KD11	CV1		Culavagga	VIN-CV11.9	Cv.I.9–12	BMC II Ch12	Kammakkhandhaka	Disciplinary Transactions	Discipline	Demotion (Nissaya)	Demoting a monk to "dependent" status (like a junior monk) due to incompetence or bad company.	(A bhikkhu under demotion) should not give Acceptance; he should not give dependence; a novice should not attend to him.	(The Community may carry out) a transaction of demotion against a bhikkhu who is ignorant and inexperienced... saying 'You should live in dependence'.	suttacentral.net/brahmali/kd11	suttacentral.net/horner/kd11
KD12	CV2		Culavagga	VIN-CV12.1	Vin.2.31–33	BD.5.44–48	Parivāsikakkhandhaka	Probation	Rehabilitation	Conduct for Probationers	94 duties/restrictions for probationers, including loss of seniority privileges relative to regular monks.	A monk who is under probation, monks, should not consent to regular monks greeting him... he should not ordain... he should not walk in front of a regular monk, nor sit down in front of him.	I allow, monks, the mutual greeting, standing up before... treating of backs by massaging between monks who are under probation according to their seniority. I allow, monks, five things for monks under probation according to their seniority: Observance, Invitation, cloths for the rains, gifts (to the Order), rice.	suttacentral.net/brahmali/kd12	suttacentral.net/horner/kd12
KD12	CV2		Culavagga	VIN-CV12.1	Cv.II.1	BMC II Ch19	Parivāsikakkhandhaka	Probation	Rehabilitation	Duties of Probation	The 94 duties imposed on a monk undergoing probation for a concealed Sanghadisesa offense.	A bhikkhu under probation should not give Acceptance; he should not give dependence; a novice should not attend to him... he should not sit on a seat in front of a regular bhikkhu.	Allowed: The Uposatha, the Invitation, rain-bathing cloths, occasional gifts, food tickets (according to seniority among probationers).	suttacentral.net/brahmali/kd12	suttacentral.net/horner/kd12
KD12	CV2		Culavagga	VIN-CV12.2	Vin.2.33–34	BD.5.48–49	Parivāsikakkhandhaka	Probation	Rehabilitation	Interruptions of Probation	Defines what breaks the probation period (requires restarting or extending).	(None explicit in this section)	There are three (kinds of) interruptions, Upāli, for a monk under probation: dwelling with; dwelling away, separated from; not announcing.	suttacentral.net/brahmali/kd12	suttacentral.net/horner/kd12
KD12	CV2		Culavagga	VIN-CV12.2	Cv.II.2	BMC II Ch19	Parivāsikakkhandhaka	Probation	Rehabilitation	Interruption (Ratticcheda)	Conditions that break the probation continuity, requiring the monk to restart or make up the night.	(None explicit)	Three interruptions for a bhikkhu under probation: living together, living apart, not announcing.	suttacentral.net/brahmali/kd12	suttacentral.net/horner/kd12
KD12	CV2		Culavagga	VIN-CV12.3	Vin.2.34	BD.5.49	Parivāsikakkhandhaka	Probation	Rehabilitation	Postponing Probation	Mechanism to pause probation for legitimate reasons.	(None explicit in this section)	I allow you, monks, to postpone probation... ‘I am postponing probation’—probation comes to be postponed.	suttacentral.net/brahmali/kd12	suttacentral.net/horner/kd12
KD12	CV2		Culavagga	VIN-CV12.3.2	Vin.2.34	BD.5.49	Parivāsikakkhandhaka	Probation	Rehabilitation	Taking up Probation	Mechanism to resume probation.	(None explicit in this section)	I allow you, monks, to take up probation... ‘I am taking up probation’—probation comes to be taken up.	suttacentral.net/brahmali/kd12	suttacentral.net/horner/kd12
KD12	CV2		Culavagga	VIN-CV12.4	Vin.2.34–35	BD.5.49–50	Parivāsikakkhandhaka	Probation	Rehabilitation	Duties (Sent Back to Beginning)	Conduct for those restarting probation.	Monks, a monk who deserves to be sent back to the beginning should not stay in a residence under one roofing with a regular monk.	(Same allowances as probationers regarding seniority among themselves)	suttacentral.net/brahmali/kd12	suttacentral.net/horner/kd12
KD12	CV2		Culavagga	VIN-CV12.5	Vin.2.35	BD.5.51	Parivāsikakkhandhaka	Probation	Rehabilitation	Duties (Deserving Manatta)	Conduct for those awaiting Manatta.	Monks, a monk deserving mānatta (discipline) should not go from a residence where there are monks to a residence where there are no monks, except with a regular (monk), unless there is a danger.	(Same allowances as probationers)	suttacentral.net/brahmali/kd12	suttacentral.net/horner/kd12
KD12	CV2		Culavagga	VIN-CV12.6	Vin.2.35–36	BD.5.51–52	Parivāsikakkhandhaka	Probation	Rehabilitation	Duties (Undergoing Manatta)	Conduct for those in Manatta (six nights of penance).	Monks, a monk undergoing mānatta (discipline) should announce it when he is incoming... he should announce it daily.	(Same allowances as probationers)	suttacentral.net/brahmali/kd12	suttacentral.net/horner/kd12
KD12	CV2		Culavagga	VIN-CV12.6	Cv.II.6	BMC II Ch19	Parivāsikakkhandhaka	Probation	Rehabilitation	Manatta (Penance)	The six-night penance period following probation, with stricter rules on travel (must be with a Sangha).	A bhikkhu undergoing manatta should not go from a residence with bhikkhus to a residence without bhikkhus, except with a Community.	Allowed: To perform the duties of a probationer (but strictly announced daily).	suttacentral.net/brahmali/kd12	suttacentral.net/horner/kd12
KD12	CV2		Culavagga	VIN-CV12.7	Vin.2.36	BD.5.52	Parivāsikakkhandhaka	Probation	Rehabilitation	Interruptions (Manatta)	Defines what breaks the Manatta period.	(None explicit in this section)	There are four (kinds of) interruptions, Upāli, for a monk who is undergoing mānatta (discipline): dwelling with; dwelling away, separated from; not announcing; going about with less than a group.	suttacentral.net/brahmali/kd12	suttacentral.net/horner/kd12
KD12	CV2		Culavagga	VIN-CV12.9	Vin.2.36–37	BD.5.52–53	Parivāsikakkhandhaka	Probation	Rehabilitation	Duties (Deserving Rehabilitation)	Conduct for those who have finished Manatta but await the Abbhana (rehabilitation) ceremony.	Monks, a monk who deserves rehabilitation should not go from a residence where there are monks to a residence where there are no monks... except with a regular (monk).	(Same allowances as probationers)	suttacentral.net/brahmali/kd12	suttacentral.net/horner/kd12
KD13	CV3		Culavagga	VIN-CV13.1	Vin.2.38–39	BD.5.56–57	Samuccayakkhandhaka	Accumulation	Rehabilitation	Unconcealed Offence (Manatta)	Procedure for a single unconcealed Sanghadisesa offence.	(None explicit in this section)	Well then, monks, let the Order inflict mānatta (discipline) for six nights on the monk Udāyin for the one offence... not concealed.	suttacentral.net/brahmali/kd13	suttacentral.net/horner/kd13
KD13	CV3		Culavagga	VIN-CV13.2	Vin.2.39–40	BD.5.57–58	Samuccayakkhandhaka	Accumulation	Rehabilitation	Rehabilitation (Unconcealed)	Procedure for restoring the monk after Manatta.	(None explicit in this section)	Well, then, monks, let the Order rehabilitate the monk Udāyin.	suttacentral.net/brahmali/kd13	suttacentral.net/horner/kd13
KD13	CV3		Culavagga	VIN-CV13.20	Vin.2.51–52	BD.5.68–69	Samuccayakkhandhaka	Accumulation	Rehabilitation	Concurrent Probation	Combining probation periods for multiple offences (takes the longest duration).	(None explicit in this section)	Well then, monks, let the Order grant this monk concurrent probation, its duration depending on whichever was the offence among these offences that was concealed for ten days.	suttacentral.net/brahmali/kd13	suttacentral.net/horner/kd13
KD13	CV3		Culavagga	VIN-CV13.20	Cv.III.20	BMC II Ch19	Samuccayakkhandhaka	Accumulation	Rehabilitation	Concurrent Probation (Aggala)	"Grand aggregation" probation for complex cases where new offenses occur during the rehabilitation process.	(None explicit)	Allowed: To grant concurrent probation for multiple offenses committed while already under probation.	suttacentral.net/brahmali/kd13	suttacentral.net/horner/kd13
KD13	CV3		Culavagga	VIN-CV13.26	Vin.2.58–60	BD.5.76–79	Samuccayakkhandhaka	Accumulation	Rehabilitation	Purifying Probation	Used when the monk cannot remember the dates/duration of concealment.	(None explicit in this section)	Well then, monks, let the Order grant the purifying probation to this monk on account of those offences.	suttacentral.net/brahmali/kd13	suttacentral.net/horner/kd13
KD13	CV3		Culavagga	VIN-CV13.26	Cv.III.26	BMC II Ch19	Samuccayakkhandhaka	Accumulation	Rehabilitation	Purifying Probation (Suddhanta)	A "clean slate" probation used when a monk cannot recall the specific details of his concealed offenses.	(None explicit)	Allowed: To grant purifying probation (when the bhikkhu does not remember the dates or number of offenses).	suttacentral.net/brahmali/kd13	suttacentral.net/horner/kd13
KD13	CV3		Culavagga	VIN-CV13.27	Vin.2.60–62	BD.5.79–81	Samuccayakkhandhaka	Accumulation	Rehabilitation	Interruptions (40 Cases)	What happens if a probationer disrobes, goes mad, etc.	Monks, the probation of one who leaves the Order is not effective.	If he is ordained again, the earlier granting of probation is just as it was for him... he must do probation (for any portion of time) remaining.	suttacentral.net/brahmali/kd13	suttacentral.net/horner/kd13
KD13	CV3		Culavagga	VIN-CV13.3	Vin.2.40–41	BD.5.58–59	Samuccayakkhandhaka	Accumulation	Rehabilitation	Concealed Offence (Probation)	Probation duration equals concealment duration.	(None explicit in this section)	Well then, monks, let the Order impose probation for one day on the monk Udāyin on account of the offence... concealed for one day.	suttacentral.net/brahmali/kd13	suttacentral.net/horner/kd13
KD13	CV3		Culavagga	VIN-CV13.3	Cv.III.3	BMC II Ch19	Samuccayakkhandhaka	Accumulation	Rehabilitation	Concealment (Paticchanna)	Calculating the probation period based on how long the offense was hidden.	If a bhikkhu conceals a Sanghadisesa offense, probation is imposed for the number of days the offense was concealed.	Allowed: To impose probation corresponding to the period of concealment.	suttacentral.net/brahmali/kd13	suttacentral.net/horner/kd13
KD13	CV3		Culavagga	VIN-CV13.4	Vin.2.41–42	BD.5.59	Samuccayakkhandhaka	Accumulation	Rehabilitation	Manatta after Probation	Manatta follows probation.	(None explicit in this section)	Well then, monks, let the Order inflict mānatta (discipline) for six nights on the monk Udāyin on account of the one offence... concealed for one day.	suttacentral.net/brahmali/kd13	suttacentral.net/horner/kd13
KD13	CV3		Culavagga	VIN-CV13.5	Vin.2.42–43	BD.5.59	Samuccayakkhandhaka	Accumulation	Rehabilitation	Rehabilitation (Concealed)	Final restoration.	(None explicit in this section)	Well then, monks, let the Order rehabilitate the monk Udāyin.	suttacentral.net/brahmali/kd13	suttacentral.net/horner/kd13
KD13	CV3		Culavagga	VIN-CV13.6	Vin.2.43	BD.5.59–60	Samuccayakkhandhaka	Accumulation	Rehabilitation	Multiple Concealed Offences	Handling accumulated concealed offences.	(None explicit in this section)	Let the Order impose probation for five days...	suttacentral.net/brahmali/kd13	suttacentral.net/horner/kd13
KD13	CV3		Culavagga	VIN-CV13.7	Vin.2.43–44	BD.5.60–61	Samuccayakkhandhaka	Accumulation	Rehabilitation	Offence during Probation (Beginning)	Restarting probation if a new offence occurs.	(None explicit in this section)	Well then, monks, let the Order send the monk Udāyin back to the beginning on account of the one offence... not concealed, while (he was under probation).	suttacentral.net/brahmali/kd13	suttacentral.net/horner/kd13
KD13	CV3		Culavagga	VIN-CV13.8	Vin.2.44–45	BD.5.61–62	Samuccayakkhandhaka	Accumulation	Rehabilitation	Offence during Manatta interval	Restarting if offence occurs while deserving Manatta.	(None explicit in this section)	Well, then, monks, let the Order send the monk Udāyin back to the beginning...	suttacentral.net/brahmali/kd13	suttacentral.net/horner/kd13
KD14	CV4		Culavagga	VIN-CV14.1	Vin.2.73	BD.5.96–97	Samathakkhandhaka	Settlements	Dispute Resolution	Verdict in the Presence	Requirement for the accused to be present for legal acts.	Monks, a (formal) act of censure or guidance or banishment or reconciliation or suspension should not be carried out against monks who are not present. Whoever should carry one out, there is an offence of wrong-doing.	(None explicit in this section)	suttacentral.net/brahmali/kd14	suttacentral.net/horner/kd14
KD14	CV4		Culavagga	VIN-CV14.1	Cv.IV.1	BMC II Ch11	Samathakkhandhaka	Settling Issues	Legal Acts	Verdict in Presence (Sammukha)	The requirement that the accused must be present for a legal verdict to be valid.	A transaction should not be carried out against a bhikkhu in his absence.	Allowed: To settle the issue in the presence of the Sangha, the Dhamma, the Vinaya, and the individuals involved.	suttacentral.net/brahmali/kd14	suttacentral.net/horner/kd14
KD14	CV4		Culavagga	VIN-CV14.11	Vin.2.85–86	BD.5.112–113	Samathakkhandhaka	Settlements	Dispute Resolution	Specific Depravity (Uvala)	Penalty for a monk who obstinately denies then admits then denies (prevarication).	(None explicit in this section)	Well then, monks, let the Order carry out a (formal) act for the decision for specific depravity against the monk Uvāḷa.	suttacentral.net/brahmali/kd14	suttacentral.net/horner/kd14
KD14	CV4		Culavagga	VIN-CV14.13	Vin.2.86–88	BD.5.114–116	Samathakkhandhaka	Settlements	Dispute Resolution	Covering with Grass	Mutual dropping of charges for minor offences to restore harmony.	(None explicit in this section)	I allow, monks, a legal question such as this to be settled by the covering up (as) with grass.	suttacentral.net/brahmali/kd14	suttacentral.net/horner/kd14
KD14	CV4		Culavagga	VIN-CV14.13	Cv.IV.13	BMC II Ch11	Samathakkhandhaka	Settling Issues	Legal Acts	Covering with Grass (Tinavattharaka)	A method to end group strife where both sides admit fault generally to restore harmony.	(None explicit)	Allowed: To settle a dispute by 'covering it over with grass' (mutual confession without digging up details), except for heavy offenses.	suttacentral.net/brahmali/kd14	suttacentral.net/horner/kd14
KD14	CV4		Culavagga	VIN-CV14.14.19	Vin.2.95–96	BD.5.128–129	Samathakkhandhaka	Settlements	Dispute Resolution	Referendum (Ubbahika)	Delegating a difficult dispute to a committee of elders.	(None explicit in this section)	I allow you, monks, to settle a legal question like this by means of a referendum (committee).	suttacentral.net/brahmali/kd14	suttacentral.net/horner/kd14
KD14	CV4		Culavagga	VIN-CV14.14.2	Vin.2.88–93	BD.5.117–125	Samathakkhandhaka	Settlements	Dispute Resolution	Four Legal Questions	Definitions of legal issues.	(None explicit in this section)	Monks, there are these four kinds of legal questions: legal questions arising out of disputes, legal questions arising out of censure, legal questions arising out of offences, legal questions arising out of obligations.	suttacentral.net/brahmali/kd14	suttacentral.net/horner/kd14
KD14	CV4		Culavagga	VIN-CV14.14.24	Cv.IV.14	BMC II Ch11	Samathakkhandhaka	Settling Issues	Legal Acts	Voting (Yebhuyyasika)	Using a vote (salaka) to decide an issue when a unanimous decision cannot be reached.	(None explicit)	Allowed: To settle an issue by the opinion of the majority... by distributing voting tickets.	suttacentral.net/brahmali/kd14	suttacentral.net/horner/kd14
KD14	CV4		Culavagga	VIN-CV14.14.26	Vin.2.98–99	BD.5.132–133	Samathakkhandhaka	Settlements	Dispute Resolution	Voting Methods	Procedures for taking votes.	(None explicit in this section)	I allow, monks, in order to convince these monks, three methods of taking votes: the secret, the whispering in the ear, the open.	suttacentral.net/brahmali/kd14	suttacentral.net/horner/kd14
KD14	CV4		Culavagga	VIN-CV14.4	Vin.2.74–80	BD.5.97–105	Samathakkhandhaka	Settlements	Dispute Resolution	Verdict of Innocence (Dabba)	Exoneration for a pure monk falsely accused (Dabba).	(None explicit in this section)	Well then, monks, let the Order give a verdict of innocence to Dabba the Mallian who has remembered fully.	suttacentral.net/brahmali/kd14	suttacentral.net/horner/kd14
KD14	CV4		Culavagga	VIN-CV14.4	Cv.IV.4	BMC II Ch11	Samathakkhandhaka	Settling Issues	Legal Acts	Verdict of Innocence (Sati)	Exonerating an Arahant (like Dabba) who is accused of a crime he could not commit.	(None explicit)	Allowed: To give a verdict of mindfulness (innocence) to a bhikkhu who is fully mindful and falsely accused.	suttacentral.net/brahmali/kd14	suttacentral.net/horner/kd14
KD14	CV4		Culavagga	VIN-CV14.5	Vin.2.80–83	BD.5.105–109	Samathakkhandhaka	Settlements	Dispute Resolution	Verdict of Past Insanity (Gagga)	Exoneration for offences committed while insane.	(None explicit in this section)	Well then, monks, let the Order give a verdict of past insanity to the monk Gagga who is no longer insane.	suttacentral.net/brahmali/kd14	suttacentral.net/horner/kd14
KD14	CV4		Culavagga	VIN-CV14.5	Cv.IV.5	BMC II Ch11	Samathakkhandhaka	Settling Issues	Legal Acts	Past Insanity (Amulha)	Absolving a monk of offenses committed during a period of mental illness.	(None explicit)	Allowed: To give a verdict of past insanity to a bhikkhu who committed offenses while insane but is now cured.	suttacentral.net/brahmali/kd14	suttacentral.net/horner/kd14
KD14	CV4		Culavagga	VIN-CV14.7	Vin.2.83–84	BD.5.109–110	Samathakkhandhaka	Settlements	Dispute Resolution	Acknowledgement (Confession)	Requirement for confession for a valid legal act.	Monks, a (formal) act... should not be carried out against a monk without his acknowledgement. Whoever should (so) carry (one) out, there is an offence of wrong-doing.	(None explicit in this section)	suttacentral.net/brahmali/kd14	suttacentral.net/horner/kd14
KD14	CV4		Culavagga	VIN-CV14.9	Vin.2.84–85	BD.5.111	Samathakkhandhaka	Settlements	Dispute Resolution	Majority Decision (Voting)	Using voting tickets (salaka) when unanimity fails.	(None explicit in this section)	I allow you monks, to settle this kind of legal question by the decision of the majority; A monk possessed of five qualities should be agreed upon as distributor of (voting) tickets.	suttacentral.net/brahmali/kd14	suttacentral.net/horner/kd14
KD15	CV5		Culavagga	VIN-CV15.1	Cv.V.1	BMC II Ch1	Khuddakakkhandhaka	Miscellany	Grooming	Bathing	Prohibition on sensual rubbing against trees or using luxury bath tools; simple hand rubbing allowed.	A bhikkhu bathing should not rub his body against a tree. It is an offense of wrong doing.	Allowed: To use the hand (to rub the body).	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.1.1	Vin.2.105	BD.5.141	Khuddakakkhandhaka	Minor Matters	Grooming	Bathing	Prohibition on sensual rubbing against trees.	Monks, while a monk is bathing he should not rub his body against a tree. Whoever should (so) rub it, there is an offence of wrong-doing.	(None explicit in this section)	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.1.3	Vin.2.106	BD.5.142–143	Khuddakakkhandhaka	Minor Matters	Grooming	Bathing	Prohibition on bath tools; allowance for sick.	Monks, you should not bathe on a rubbing-board. Whoever should (so) bathe, there is an offence of wrong-doing; Monks, you should not bathe using a scrubber.	I allow, monks, one who is ill (to use) an unshaped scrubber.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.10	Vin.2.115	BD.5.156	Khuddakakkhandhaka	Minor Matters	Requisites	Improper Bowls	Prohibition on skull/gourd bowls.	Monks, you should not go about for almsfood (to be put) into a gourd... into a water-pot... a bowl made from a skull should not be carried.	I allow you, monks, a waste-tub.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.11	Vin.2.115–118	BD.5.156–161	Khuddakakkhandhaka	Minor Matters	Requisites	Sewing/Kathina	Allowances for sewing tools and Kathina frames.	Monks, various kinds of small knives with handles should not be used... various kinds of thimbles should not be used.	I allow you, monks, a needle... a tube for (holding) the needles... a kaṭhina-frame... a thimble.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.12	Vin.2.118	BD.5.161–162	Khuddakakkhandhaka	Minor Matters	Requisites	Bags/Sandals	Allowances for bags.	(None explicit in this section)	I allow you, monks, a bag for medicine... a bag for sandals.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.13	Vin.2.118–119	BD.5.162–163	Khuddakakkhandhaka	Minor Matters	Requisites	Water Strainers	Mandatory water strainer rule.	Monks, you should not go along a highway without a strainer. Whoever should (so) go, there is an offence of wrong-doing.	I allow, monks, a strainer... a regulation waterpot... a double water-strainer... a filter.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.13	Cv.V.13	BMC II Ch3	Khuddakakkhandhaka	Miscellany	Requisites	Water Strainers	Mandatory use of water strainers to prevent killing small water-borne creatures.	A bhikkhu is not to travel on a road without a water strainer.	Allowed: A strainer, a ladle-strainer, a filter box... or (in absence) to determine a corner of the robe.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.14	Vin.2.119–121	BD.5.163–167	Khuddakakkhandhaka	Minor Matters	Lodgings	Sauna/Latrine construction	Detailed construction allowances.	(None explicit in this section)	I allow, monks, a place for pacing up and down in, and a bathroom (sauna); I allow... a pipe for the steam... a chair for the bathroom... a privy... a cesspool... privy shoes.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.14	Cv.V.14	BMC II Ch7	Khuddakakkhandhaka	Miscellany	Lodgings	Toilet Construction	Detailed engineering allowances for building sanitary toilets (vacca-kuti).	(None explicit)	Allowed: A privy, a cesspool, a floor of brick/stone/wood, a roof, a door...	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.15	Vin.2.121	BD.5.167	Khuddakakkhandhaka	Minor Matters	Etiquette	Nudity	Prohibition on public nudity.	Monks, one who is naked should neither greet nor be greeted by one who is naked... one who is naked should not drink (etc). Whoever should (so) drink, there is an offence of wrong-doing.	(None explicit in this section)	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.15	Cv.V.12*	BMC II Ch2	Khuddakakkhandhaka	Miscellany	Etiquette	Shoes	(*Note: Shoe rules appear in Mv.V but are refined in Cv protocols). General ban on footwear indoors/in monasteries.	A bhikkhu should not wear shoes in the monastery (unless ill).	Allowed: To wear shoes in the monastery if one's feet are split or if ill.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.16	Vin.2.122–123	BD.5.167–170	Khuddakakkhandhaka	Minor Matters	Lodgings	Wells/Tanks	Allowances for water infrastructure.	(None explicit in this section)	I allow, monks, a well... a cord for drawing water... a tank... a bathroom with a curving roof.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.18	Vin.2.123	BD.5.170	Khuddakakkhandhaka	Minor Matters	Furniture	Beds/Chairs	Rules on mats and flowers.	Monks, you should not be away, separated from your pieces of cloth to sit upon for four months... you should not lie down to sleep on beds scattered over with flowers.	I allow you, monks, having taken the scents, to give the five-finger mark on the door.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.19	Vin.2.123–124	BD.5.170–171	Khuddakakkhandhaka	Minor Matters	Food	Eating Etiquette	Prohibition on luxurious/shared eating arrangements.	Monks, you should not eat (leaning against) chased cushions... you should not eat from one dish nor drink from one beaker nor share one couch...	I allow, monks, a stand (for the bowl).	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.2	Cv.V.2	BMC II Ch1	Khuddakakkhandhaka	Miscellany	Grooming	Hair	Standardizing the maximum length of hair for monks.	Long hair should not be worn. It is an offense of wrong doing.	Allowed: Hair of two months' growth or two fingerbreadths in length.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.2.1	Vin.2.106	BD.5.143–144	Khuddakakkhandhaka	Minor Matters	Dress	Ornaments	Prohibition on jewelry.	Monks, ear ornaments should not be worn, chains... bangles... armlets... bracelets... finger rings should not be worn. Whoever should wear (any of these things), there is an offence of wrong-doing.	(None explicit in this section)	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.2.2	Vin.2.106–107	BD.5.144	Khuddakakkhandhaka	Minor Matters	Dress	Hair length	Maximum hair length rules.	Monks, long hair should not be worn. Whoever should wear it (long), there is an offence of wrong-doing.	I allow it to be of a two months’ growth or two finger-breadths (in length).	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.2.4	Vin.2.107	BD.5.144–145	Khuddakakkhandhaka	Minor Matters	Dress	Mirrors/Ointments	Prohibition on vanity; allowances for medical needs.	Monks, a mark on the face should not be examined in a mirror or in a water-bowl. Whoever should (so) examine it, there is an offence of wrong-doing; Monks, the face should not be anointed.	I allow you, monks, on account of a disease, to examine a mark on the face in a mirror or in a water-bowl; I allow you, monks, on account of disease, to anoint the face.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.2.6	Vin.2.107	BD.5.145	Khuddakakkhandhaka	Minor Matters	Conduct	Dancing/Music	Prohibition on entertainment.	Monks, you should not go to see dancing or singing or music. Whoever should go, there is an offence of wrong-doing.	(None explicit in this section)	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.20	Vin.2.124–127	BD.5.171–176	Khuddakakkhandhaka	Minor Matters	Discipline	Turning Bowl Upside Down (Vaddha)	Procedure for boycotting a layperson.	Monks, if a lay-follower is possessed of eight qualities his bowl may be turned upside down: if he tries for non-receiving (of gains) by monks...	I allow you, monks, to turn a lay-follower’s bowl upside down... I allow you, monks, to set upright a lay-follower’s bowl.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
KD15	CV5		Culavagga	VIN-CV15.20	Cv.V.20	BMC II Ch12	Khuddakakkhandhaka	Miscellany	Discipline	Lay Boycott (Pattanikkujjana)	The formal act of boycotting a layperson (Vaddha) for slandering the Sangha.	(None explicit)	Allowed: To turn the bowl upside down (suspend relations) for a lay follower who brings loss to the Community... or speaks in dispraise of the Buddha, Dhamma, or Sangha.	suttacentral.net/brahmali/kd15	suttacentral.net/horner/kd15
